"행정구역","2023년_계_총인구수","2023년_계_연령구간인구수","2023년_계_0~4세","2023년_계_5~9세","2023년_계_10~14세","2023년_계_15~19세","2023년_계_20~24세","2023년_계_25~29세","2023년_계_30~34세","2023년_계_35~39세","2023년_계_40~44세","2023년_계_45~49세","2023년_계_50~54세","2023년_계_55~59세","2023년_계_60~64세","2023년_계_65~69세","2023년_계_70~74세","2023년_계_75~79세","2023년_계_80~84세","2023년_계_85~89세","2023년_계_90~94세","2023년_계_95~99세","2023년_계_100세 이상","2023년_남_총인구수","2023년_남_연령구간인구수","2023년_남_0~4세","2023년_남_5~9세","2023년_남_10~14세","2023년_남_15~19세","2023년_남_20~24세","2023년_남_25~29세","2023년_남_30~34세","2023년_남_35~39세","2023년_남_40~44세","2023년_남_45~49세","2023년_남_50~54세","2023년_남_55~59세","2023년_남_60~64세","2023년_남_65~69세","2023년_남_70~74세","2023년_남_75~79세","2023년_남_80~84세","2023년_남_85~89세","2023년_남_90~94세","2023년_남_95~99세","2023년_남_100세 이상","2023년_여_총인구수","2023년_여_연령구간인구수","2023년_여_0~4세","2023년_여_5~9세","2023년_여_10~14세","2023년_여_15~19세","2023년_여_20~24세","2023년_여_25~29세","2023년_여_30~34세","2023년_여_35~39세","2023년_여_40~44세","2023년_여_45~49세","2023년_여_50~54세","2023년_여_55~59세","2023년_여_60~64세","2023년_여_65~69세","2023년_여_70~74세","2023년_여_75~79세","2023년_여_80~84세","2023년_여_85~89세","2023년_여_90~94세","2023년_여_95~99세","2023년_여_100세 이상"
"경기도 연천군 (4180000000)","41,584","41,584","889","1,182","1,385","1,447","2,061","2,437","2,288","1,688","2,135","2,207","3,016","3,563","4,404","4,228","2,560","2,382","2,051","1,189","369","90","13","21,776","21,776","433","621","708","766","1,244","1,605","1,382","963","1,120","1,218","1,657","1,900","2,312","2,213","1,251","1,092","765","392","112","18","4","19,808","19,808","456","561","677","681","817","832","906","725","1,015","989","1,359","1,663","2,092","2,015","1,309","1,290","1,286","797","257","72","9"
"경기도 가평군 (4182000000)","62,302","62,302","1,109","1,654","2,091","2,258","2,645","3,055","2,823","2,614","3,543","3,916","5,060","5,785","7,036","6,569","4,173","3,254","2,606","1,485","503","104","19","32,137","32,137","555","854","1,042","1,171","1,532","1,760","1,603","1,403","1,853","2,118","2,729","3,049","3,624","3,419","2,084","1,550","1,063","553","144","25","6","30,165","30,165","554","800","1,049","1,087","1,113","1,295","1,220","1,211","1,690","1,798","2,331","2,736","3,412","3,150","2,089","1,704","1,543","932","359","79","13"
"경기도 양평군 (4183000000)","125,238","125,238","2,536","3,946","4,978","5,018","4,615","5,207","5,231","5,318","7,889","8,233","10,305","11,137","14,001","12,917","8,601","6,446","4,852","2,783","983","211","31","62,801","62,801","1,277","2,051","2,583","2,649","2,585","2,825","2,799","2,675","3,876","4,199","5,296","5,594","7,052","6,462","4,269","3,225","2,134","969","238","39","4","62,437","62,437","1,259","1,895","2,395","2,369","2,030","2,382","2,432","2,643","4,013","4,034","5,009","5,543","6,949","6,455","4,332","3,221","2,718","1,814","745","172","27"
"강원특별자치도  (5100000000)","1,527,807","1,527,807","38,546","52,326","63,338","65,715","79,297","84,313","81,185","77,409","102,533","106,286","131,013","131,500","147,791","127,532","77,731","64,145","54,515","29,620","10,117","2,505","390","768,449","768,449","19,687","26,776","32,600","34,335","44,045","47,594","44,173","40,519","52,047","54,263","68,062","67,423","73,992","64,028","36,877","28,618","21,027","9,516","2,340","435","92","759,358","759,358","18,859","25,550","30,738","31,380","35,252","36,719","37,012","36,890","50,486","52,023","62,951","64,077","73,799","63,504","40,854","35,527","33,488","20,104","7,777","2,070","298"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","286,426","286,426","7,987","10,930","13,139","12,921","18,138","18,834","17,817","16,488","20,771","20,036","24,021","22,876","23,857","20,502","11,738","10,258","8,844","5,069","1,718","419","63","141,419","141,419","4,056","5,603","6,787","6,715","9,553","10,169","9,466","8,381","10,323","9,786","12,079","11,489","11,571","9,986","5,408","4,432","3,424","1,641","449","78","23","145,007","145,007","3,931","5,327","6,352","6,206","8,585","8,665","8,351","8,107","10,448","10,250","11,942","11,387","12,286","10,516","6,330","5,826","5,420","3,428","1,269","341","40"
"강원특별자치도 원주시 (5113000000)","361,503","361,503","11,086","14,532","17,421","17,258","19,535","22,771","23,465","22,080","28,025","27,598","32,287","30,250","30,708","24,003","13,590","10,350","9,142","5,163","1,767","417","55","179,115","179,115","5,686","7,418","8,880","8,913","10,557","11,935","12,105","11,249","13,929","13,573","16,023","15,088","15,221","11,928","6,366","4,617","3,449","1,673","413","81","11","182,388","182,388","5,400","7,114","8,541","8,345","8,978","10,836","11,360","10,831","14,096","14,025","16,264","15,162","15,487","12,075","7,224","5,733","5,693","3,490","1,354","336","44"
"강원특별자치도 강릉시 (5115000000)","209,439","209,439","4,725","6,688","8,450","8,930","11,098","11,556","10,318","10,040","14,145","15,446","18,643","17,863","19,837","17,351","11,415","9,471","7,529","4,005","1,500","369","60","103,759","103,759","2,449","3,438","4,408","4,737","6,059","6,370","5,613","5,276","7,065","7,829","9,652","8,993","9,546","8,307","5,184","4,207","2,909","1,308","353","47","9","105,680","105,680","2,276","3,250","4,042","4,193","5,039","5,186","4,705","4,764","7,080","7,617","8,991","8,870","10,291","9,044","6,231","5,264","4,620","2,697","1,147","322","51"
"강원특별자치도 동해시 (5117000000)","88,625","88,625","2,127","3,299","4,135","4,131","4,119","4,366","4,037","4,207","6,285","6,960","8,355","7,567","8,176","7,147","4,701","3,841","3,005","1,528","517","109","13","45,045","45,045","1,078","1,698","2,124","2,199","2,393","2,589","2,306","2,258","3,213","3,622","4,421","3,954","4,044","3,393","2,224","1,702","1,181","524","108","12","2","43,580","43,580","1,049","1,601","2,011","1,932","1,726","1,777","1,731","1,949","3,072","3,338","3,934","3,613","4,132","3,754","2,477","2,139","1,824","1,004","409","97","11"
"강원특별자치도 태백시 (5119000000)","38,702","38,702","675","1,148","1,647","1,738","1,649","1,404","1,323","1,521","2,586","2,945","3,437","3,423","3,906","3,735","2,729","2,148","1,647","794","195","44","8","19,476","19,476","366","592","833","924","968","799","719","815","1,304","1,600","1,861","1,829","1,987","1,846","1,224","892","634","241","33","7","2","19,226","19,226","309","556","814","814","681","605","604","706","1,282","1,345","1,576","1,594","1,919","1,889","1,505","1,256","1,013","553","162","37","6"
"강원특별자치도 속초시 (5121000000)","82,054","82,054","2,039","3,024","3,464","3,362","3,703","4,427","4,569","4,377","5,851","5,820","7,538","7,389","7,995","6,832","3,982","3,266","2,492","1,305","466","143","10","40,620","40,620","1,057","1,545","1,747","1,721","2,077","2,528","2,592","2,347","2,926","2,903","3,732","3,607","3,791","3,352","1,821","1,375","961","409","99","26","4","41,434","41,434","982","1,479","1,717","1,641","1,626","1,899","1,977","2,030","2,925","2,917","3,806","3,782","4,204","3,480","2,161","1,891","1,531","896","367","117","6"
"강원특별자치도 삼척시 (5123000000)","62,651","62,651","1,479","1,717","2,196","2,610","3,989","2,600","2,400","2,498","3,569","4,262","5,287","5,473","6,557","5,628","3,967","3,235","2,806","1,634","611","111","22","31,822","31,822","729","897","1,139","1,342","2,220","1,525","1,314","1,334","1,902","2,304","3,003","2,941","3,358","2,832","1,926","1,439","973","488","140","15","1","30,829","30,829","750","820","1,057","1,268","1,769","1,075","1,086","1,164","1,667","1,958","2,284","2,532","3,199","2,796","2,041","1,796","1,833","1,146","471","96","21"
"강원특별자치도 홍천군 (5172000000)","67,309","67,309","1,351","1,842","2,219","2,325","2,687","3,065","2,920","2,624","3,498","3,851","5,088","6,331","8,221","7,722","4,424","3,453","3,039","1,858","620","148","23","34,655","34,655","667","957","1,124","1,180","1,577","1,856","1,689","1,395","1,834","2,096","2,717","3,348","4,202","4,112","2,328","1,617","1,189","606","121","35","5","32,654","32,654","684","885","1,095","1,145","1,110","1,209","1,231","1,229","1,664","1,755","2,371","2,983","4,019","3,610","2,096","1,836","1,850","1,252","499","113","18"
"강원특별자치도 횡성군 (5173000000)","46,359","46,359","782","1,091","1,360","1,989","1,590","1,575","1,476","1,531","2,206","2,453","3,648","4,492","6,128","5,654","3,379","2,711","2,316","1,394","449","115","20","23,826","23,826","414","580","712","1,055","897","904","834","811","1,191","1,349","1,983","2,342","3,175","2,967","1,777","1,316","945","466","87","19","2","22,533","22,533","368","511","648","934","693","671","642","720","1,015","1,104","1,665","2,150","2,953","2,687","1,602","1,395","1,371","928","362","96","18"
"강원특별자치도 영월군 (5175000000)","37,332","37,332","562","858","1,096","1,480","1,547","1,252","1,145","1,223","1,893","2,141","3,110","3,678","4,642","4,233","2,818","2,190","1,983","1,051","358","62","10","19,318","19,318","289","462","586","861","856","731","644","647","1,000","1,148","1,737","1,999","2,495","2,270","1,392","1,015","749","339","79","16","3","18,014","18,014","273","396","510","619","691","521","501","576","893","993","1,373","1,679","2,147","1,963","1,426","1,175","1,234","712","279","46","7"
"강원특별자치도 평창군 (5176000000)","40,659","40,659","550","863","1,218","1,405","1,567","1,467","1,325","1,365","2,036","2,460","3,517","4,092","5,293","4,753","2,922","2,400","1,983","1,016","338","72","17","21,056","21,056","266","408","644","757","919","916","766","719","1,103","1,323","1,921","2,175","2,780","2,533","1,456","1,126","816","341","72","12","3","19,603","19,603","284","455","574","648","648","551","559","646","933","1,137","1,596","1,917","2,513","2,220","1,466","1,274","1,167","675","266","60","14"
"강원특별자치도 정선군 (5177000000)","34,202","34,202","548","767","1,103","1,136","1,264","1,027","1,021","1,295","1,910","2,264","2,972","3,364","4,281","3,858","2,467","1,982","1,757","818","265","85","18","17,844","17,844","254","399","568","576","719","630","586","718","1,068","1,293","1,752","1,854","2,279","2,074","1,179","886","697","232","58","16","6","16,358","16,358","294","368","535","560","545","397","435","577","842","971","1,220","1,510","2,002","1,784","1,288","1,096","1,060","586","207","69","12"
"강원특별자치도 철원군 (5178000000)","41,448","41,448","1,244","1,415","1,531","1,752","2,151","2,381","2,353","1,906","2,368","2,522","3,228","3,389","4,115","3,593","2,191","2,178","1,910","839","272","96","14","21,478","21,478","647","696","801","924","1,292","1,589","1,375","1,055","1,252","1,323","1,766","1,778","2,143","1,804","984","974","716","268","79","11","1","19,970","19,970","597","719","730","828","859","792","978","851","1,116","1,199","1,462","1,611","1,972","1,789","1,207","1,204","1,194","571","193","85","13"
"강원특별자치도 화천군 (5179000000)","23,007","23,007","644","815","799","819","1,301","1,627","1,471","1,124","1,160","1,187","1,649","1,967","2,308","2,031","1,130","1,061","1,100","577","178","45","14","12,321","12,321","348","416","387","420","833","1,107","926","636","618","634","871","1,050","1,275","1,104","538","485","432","173","54","8","6","10,686","10,686","296","399","412","399","468","520","545","488","542","553","778","917","1,033","927","592","576","668","404","124","37","8"
"강원특별자치도 양구군 (5180000000)","21,056","21,056","651","803","810","1,035","1,070","1,342","1,235","1,090","1,222","1,158","1,488","1,736","2,138","1,832","987","916","908","432","163","35","5","11,063","11,063","333","391","431","509","690","877","725","592","634","620","804","922","1,121","997","477","413","349","127","40","8","3","9,993","9,993","318","412","379","526","380","465","510","498","588","538","684","814","1,017","835","510","503","559","305","123","27","2"
"강원특별자치도 인제군 (5181000000)","32,020","32,020","1,104","1,185","1,158","1,129","1,684","2,204","2,132","1,766","2,009","1,897","2,270","2,576","3,279","2,840","1,513","1,257","1,131","604","203","68","11","17,422","17,422","552","619","589","569","1,126","1,544","1,266","1,030","1,077","1,044","1,276","1,356","1,725","1,561","762","621","447","190","45","18","5","14,598","14,598","552","566","569","560","558","660","866","736","932","853","994","1,220","1,554","1,279","751","636","684","414","158","50","6"
"강원특별자치도 고성군 (5182000000)","27,305","27,305","560","712","770","823","1,180","1,338","1,171","1,202","1,410","1,529","2,211","2,437","3,189","2,799","1,797","1,654","1,444","750","238","78","13","14,018","14,018","284","349","403","442","717","855","681","647","767","851","1,234","1,322","1,628","1,431","869","694","544","224","57","14","5","13,287","13,287","276","363","367","381","463","483","490","555","643","678","977","1,115","1,561","1,368","928","960","900","526","181","64","8"
"강원특별자치도 양양군 (5183000000)","27,710","27,710","432","637","822","872","1,025","1,077","1,007","1,072","1,589","1,757","2,264","2,597","3,161","3,019","1,981","1,774","1,479","783","259","89","14","14,192","14,192","212","308","437","491","592","670","566","609","841","965","1,230","1,376","1,651","1,531","962","807","612","266","53","12","1","13,518","13,518","220","329","385","381","433","407","441","463","748","792","1,034","1,221","1,510","1,488","1,019","967","867","517","206","77","13"
"충청북도  (4300000000)","1,593,469","1,593,469","41,577","61,756","72,539","71,907","83,001","98,675","96,192","91,569","115,912","114,790","136,262","136,188","140,864","117,118","73,657","54,776","47,659","27,590","9,289","1,892","256","810,448","810,448","21,393","31,528","37,242","37,478","45,282","55,334","54,112","48,662","60,190","59,416","70,422","69,663","71,826","58,654","35,557","24,594","18,080","8,571","2,045","359","40","783,021","783,021","20,184","30,228","35,297","34,429","37,719","43,341","42,080","42,907","55,722","55,374","65,840","66,525","69,038","58,464","38,100","30,182","29,579","19,019","7,244","1,533","216"
"충청북도 청주시 (4311000000)","852,189","852,189","25,974","37,632","43,044","41,476","49,175","62,645","61,319","56,714","68,703","65,484","73,495","67,809","64,218","50,304","30,208","21,960","17,717","10,116","3,411","698","87","430,449","430,449","13,284","19,177","22,060","21,439","26,263","34,464","34,018","29,832","35,218","33,078","36,854","33,606","32,048","24,457","14,273","9,734","6,666","3,112","724","132","10","421,740","421,740","12,690","18,455","20,984","20,037","22,912","28,181","27,301","26,882","33,485","32,406","36,641","34,203","32,170","25,847","15,935","12,226","11,051","7,004","2,687","566","77"
"충청북도 청주시 상당구 (4311100000)","200,575","200,575","6,152","9,013","10,302","9,806","10,698","12,549","12,527","12,418","15,662","15,149","17,793","16,954","16,145","12,869","7,957","5,818","4,832","2,826","885","196","24","99,657","99,657","3,128","4,483","5,338","5,051","5,789","6,691","6,581","6,362","7,878","7,500","8,822","8,351","8,115","6,299","3,811","2,536","1,848","856","172","42","4","100,918","100,918","3,024","4,530","4,964","4,755","4,909","5,858","5,946","6,056","7,784","7,649","8,971","8,603","8,030","6,570","4,146","3,282","2,984","1,970","713","154","20"
"충청북도 청주시 서원구 (4311200000)","186,302","186,302","4,183","6,393","8,510","9,427","12,568","13,629","11,383","9,806","12,905","14,023","17,245","16,315","15,738","12,697","7,778","5,681","4,466","2,509","859","168","19","92,775","92,775","2,161","3,310","4,345","4,904","6,676","7,455","6,283","5,125","6,474","6,911","8,433","8,037","7,689","6,148","3,538","2,542","1,675","841","195","32","1","93,527","93,527","2,022","3,083","4,165","4,523","5,892","6,174","5,100","4,681","6,431","7,112","8,812","8,278","8,049","6,549","4,240","3,139","2,791","1,668","664","136","18"
"충청북도 청주시 흥덕구 (4311300000)","274,594","274,594","9,498","12,692","13,761","12,923","15,529","22,730","23,289","20,571","23,022","21,087","23,338","21,051","19,219","14,171","8,139","5,652","4,373","2,454","889","182","24","139,804","139,804","4,779","6,557","7,020","6,683","8,256","12,408","13,012","10,877","11,838","10,620","11,747","10,412","9,669","6,853","3,908","2,559","1,621","761","185","34","5","134,790","134,790","4,719","6,135","6,741","6,240","7,273","10,322","10,277","9,694","11,184","10,467","11,591","10,639","9,550","7,318","4,231","3,093","2,752","1,693","704","148","19"
"충청북도 청주시 청원구 (4311400000)","190,718","190,718","6,141","9,534","10,471","9,320","10,380","13,737","14,120","13,919","17,114","15,225","15,119","13,489","13,116","10,567","6,334","4,809","4,046","2,327","778","152","20","98,213","98,213","3,216","4,827","5,357","4,801","5,542","7,910","8,142","7,468","9,028","8,047","7,852","6,806","6,575","5,157","3,016","2,097","1,522","654","172","24","0","92,505","92,505","2,925","4,707","5,114","4,519","4,838","5,827","5,978","6,451","8,086","7,178","7,267","6,683","6,541","5,410","3,318","2,712","2,524","1,673","606","128","20"
"충청북도 충주시 (4313000000)","207,778","207,778","4,910","7,305","8,829","9,045","10,279","11,494","11,441","10,982","14,302","14,745","17,972","18,594","19,858","16,608","10,353","8,079","7,190","4,082","1,390","277","43","105,420","105,420","2,520","3,675","4,503","4,775","5,760","6,655","6,620","5,947","7,404","7,564","9,164","9,548","10,078","8,350","4,831","3,580","2,750","1,308","324","55","9","102,358","102,358","2,390","3,630","4,326","4,270","4,519","4,839","4,821","5,035","6,898","7,181","8,808","9,046","9,780","8,258","5,522","4,499","4,440","2,774","1,066","222","34"
"충청북도 제천시 (4315000000)","130,194","130,194","2,757","4,287","5,219","5,965","7,561","6,450","5,751","5,836","7,996","8,377","11,146","11,892","13,235","11,884","7,687","5,639","4,873","2,642","803","166","28","65,456","65,456","1,442","2,201","2,623","3,111","4,101","3,671","3,210","3,079","4,100","4,298","5,744","6,111","6,601","5,915","3,752","2,526","1,885","877","180","24","5","64,738","64,738","1,315","2,086","2,596","2,854","3,460","2,779","2,541","2,757","3,896","4,079","5,402","5,781","6,634","5,969","3,935","3,113","2,988","1,765","623","142","23"
"충청북도 보은군 (4372000000)","31,010","31,010","384","725","924","951","1,052","899","846","992","1,365","1,497","2,244","3,032","3,922","3,728","2,530","1,969","2,046","1,281","509","106","8","15,671","15,671","196","379","482","522","611","539","482","532","755","831","1,233","1,670","2,094","1,915","1,256","912","740","389","109","22","2","15,339","15,339","188","346","442","429","441","360","364","460","610","666","1,011","1,362","1,828","1,813","1,274","1,057","1,306","892","400","84","6"
"충청북도 옥천군 (4373000000)","48,891","48,891","689","1,256","1,731","1,863","1,983","1,778","1,531","1,688","2,596","2,973","3,997","4,550","5,591","5,255","3,874","2,660","2,584","1,567","586","118","21","24,718","24,718","377","645","903","987","1,149","1,021","847","849","1,351","1,585","2,182","2,375","2,928","2,729","1,984","1,195","960","472","148","28","3","24,173","24,173","312","611","828","876","834","757","684","839","1,245","1,388","1,815","2,175","2,663","2,526","1,890","1,465","1,624","1,095","438","90","18"
"충청북도 영동군 (4374000000)","44,195","44,195","621","1,003","1,404","1,516","1,759","1,547","1,268","1,372","1,968","2,406","3,544","4,297","5,329","4,908","3,557","2,780","2,745","1,553","499","103","16","22,146","22,146","328","504","736","779","995","869","719","732","1,030","1,318","1,968","2,282","2,705","2,580","1,709","1,223","1,042","489","115","23","0","22,049","22,049","293","499","668","737","764","678","549","640","938","1,088","1,576","2,015","2,624","2,328","1,848","1,557","1,703","1,064","384","80","16"
"충청북도 증평군 (4374500000)","37,484","37,484","1,055","1,578","1,783","1,598","1,771","2,480","2,325","2,220","2,806","2,700","3,151","3,158","3,165","2,714","1,701","1,303","1,086","649","203","34","4","19,523","19,523","559","796","940","851","1,004","1,448","1,334","1,231","1,539","1,467","1,654","1,649","1,650","1,330","819","601","402","202","39","7","1","17,961","17,961","496","782","843","747","767","1,032","991","989","1,267","1,233","1,497","1,509","1,515","1,384","882","702","684","447","164","27","3"
"충청북도 진천군 (4375000000)","86,254","86,254","2,662","3,893","4,344","4,112","3,776","4,865","5,377","5,523","7,408","6,884","7,260","7,198","7,019","5,512","3,442","2,522","2,297","1,561","488","104","7","45,652","45,652","1,430","2,004","2,204","2,185","2,186","2,854","3,168","2,971","4,011","3,791","4,025","3,949","3,724","2,854","1,694","1,153","855","466","111","15","2","40,602","40,602","1,232","1,889","2,140","1,927","1,590","2,011","2,209","2,552","3,397","3,093","3,235","3,249","3,295","2,658","1,748","1,369","1,442","1,095","377","89","5"
"충청북도 괴산군 (4376000000)","36,590","36,590","428","696","887","908","1,102","1,054","974","1,080","1,549","1,776","2,745","3,835","5,080","4,779","3,131","2,381","2,264","1,345","478","89","9","18,872","18,872","217","364","439","479","662","617","576","599","850","1,026","1,573","2,052","2,712","2,586","1,600","1,134","855","418","95","18","0","17,718","17,718","211","332","448","429","440","437","398","481","699","750","1,172","1,783","2,368","2,193","1,531","1,247","1,409","927","383","71","9"
"충청북도 음성군 (4377000000)","91,183","91,183","1,745","2,804","3,593","3,543","3,677","4,540","4,537","4,285","5,992","6,491","8,409","9,009","9,735","8,002","4,988","3,717","3,323","1,966","653","150","24","48,454","48,454","869","1,477","1,921","1,848","2,056","2,642","2,686","2,417","3,279","3,672","4,756","4,934","5,363","4,133","2,558","1,758","1,320","595","136","27","7","42,729","42,729","876","1,327","1,672","1,695","1,621","1,898","1,851","1,868","2,713","2,819","3,653","4,075","4,372","3,869","2,430","1,959","2,003","1,371","517","123","17"
"충청북도 단양군 (4380000000)","27,701","27,701","352","577","781","930","866","923","823","877","1,227","1,457","2,299","2,814","3,712","3,424","2,186","1,766","1,534","828","269","47","9","14,087","14,087","171","306","431","502","495","554","452","473","653","786","1,269","1,487","1,923","1,805","1,081","778","605","243","64","8","1","13,614","13,614","181","271","350","428","371","369","371","404","574","671","1,030","1,327","1,789","1,619","1,105","988","929","585","205","39","8"
"충청남도  (4400000000)","2,130,119","2,130,119","57,113","86,658","102,213","99,844","107,155","118,503","123,652","127,447","165,628","158,368","179,697","170,396","178,911","146,171","101,359","77,265","67,555","43,020","15,566","3,104","494","1,091,570","1,091,570","29,326","44,387","52,748","51,745","58,166","67,340","68,152","68,247","88,036","84,344","96,249","89,695","92,115","73,040","48,756","35,312","25,639","13,727","3,894","584","68","1,038,549","1,038,549","27,787","42,271","49,465","48,099","48,989","51,163","55,500","59,200","77,592","74,024","83,448","80,701","86,796","73,131","52,603","41,953","41,916","29,293","11,672","2,520","426"
"충청남도 천안시 (4413000000)","655,959","655,959","20,058","29,808","34,281","33,261","41,426","48,242","48,954","47,976","58,586","52,841","57,527","50,647","46,477","32,096","19,451","14,121","10,998","6,437","2,216","476","80","336,169","336,169","10,318","15,289","17,582","17,218","21,409","26,481","26,397","25,620","30,812","27,347","29,515","25,804","23,879","16,010","9,319","6,384","4,177","1,999","513","86","10","319,790","319,790","9,740","14,519","16,699","16,043","20,017","21,761","22,557","22,356","27,774","25,494","28,012","24,843","22,598","16,086","10,132","7,737","6,821","4,438","1,703","390","70"
"충청남도 천안시 동남구 (4413100000)","256,691","256,691","6,358","9,840","12,504","12,861","16,229","17,191","15,857","15,059","20,456","20,353","23,198","21,630","21,547","15,838","10,001","7,220","5,663","3,404","1,184","254","44","130,122","130,122","3,253","5,033","6,445","6,667","8,397","9,321","8,623","7,965","10,453","10,550","11,890","10,971","10,955","7,851","4,828","3,316","2,201","1,063","287","47","6","126,569","126,569","3,105","4,807","6,059","6,194","7,832","7,870","7,234","7,094","10,003","9,803","11,308","10,659","10,592","7,987","5,173","3,904","3,462","2,341","897","207","38"
"충청남도 천안시 서북구 (4413300000)","399,268","399,268","13,700","19,968","21,777","20,400","25,197","31,051","33,097","32,917","38,130","32,488","34,329","29,017","24,930","16,258","9,450","6,901","5,335","3,033","1,032","222","36","206,047","206,047","7,065","10,256","11,137","10,551","13,012","17,160","17,774","17,655","20,359","16,797","17,625","14,833","12,924","8,159","4,491","3,068","1,976","936","226","39","4","193,221","193,221","6,635","9,712","10,640","9,849","12,185","13,891","15,323","15,262","17,771","15,691","16,704","14,184","12,006","8,099","4,959","3,833","3,359","2,097","806","183","32"
"충청남도 공주시 (4415000000)","102,104","102,104","1,793","2,651","3,613","4,267","6,026","4,895","4,145","4,169","5,639","6,298","8,120","9,029","10,959","9,691","6,758","5,021","4,613","2,992","1,185","201","39","50,924","50,924","920","1,368","1,896","2,223","2,970","2,784","2,320","2,220","2,903","3,372","4,196","4,647","5,535","4,867","3,343","2,282","1,756","959","306","50","7","51,180","51,180","873","1,283","1,717","2,044","3,056","2,111","1,825","1,949","2,736","2,926","3,924","4,382","5,424","4,824","3,415","2,739","2,857","2,033","879","151","32"
"충청남도 보령시 (4418000000)","95,772","95,772","1,912","2,910","3,703","3,912","3,838","4,136","3,903","4,165","5,993","6,462","7,983","8,445","9,885","8,861","6,497","5,054","4,260","2,688","942","193","30","48,494","48,494","985","1,435","1,874","2,092","2,163","2,382","2,267","2,229","3,268","3,518","4,318","4,505","5,013","4,379","3,046","2,231","1,637","867","242","38","5","47,278","47,278","927","1,475","1,829","1,820","1,675","1,754","1,636","1,936","2,725","2,944","3,665","3,940","4,872","4,482","3,451","2,823","2,623","1,821","700","155","25"
"충청남도 아산시 (4420000000)","345,796","345,796","12,394","18,416","20,479","17,887","17,332","20,695","24,231","26,552","33,850","28,849","28,878","24,142","22,414","17,022","11,236","8,530","6,978","4,123","1,471","272","45","180,223","180,223","6,418","9,492","10,532","9,154","9,466","11,803","13,103","14,006","18,245","15,572","15,852","12,895","11,766","8,427","5,239","3,818","2,688","1,352","340","48","7","165,573","165,573","5,976","8,924","9,947","8,733","7,866","8,892","11,128","12,546","15,605","13,277","13,026","11,247","10,648","8,595","5,997","4,712","4,290","2,771","1,131","224","38"
"충청남도 서산시 (4421000000)","176,011","176,011","5,131","7,625","8,766","8,255","8,034","9,466","10,346","10,149","13,549","13,436","15,397","14,424","14,611","11,474","8,307","6,216","5,421","3,698","1,405","258","43","92,112","92,112","2,585","3,933","4,562","4,306","4,851","5,819","6,047","5,643","7,204","7,128","8,327","7,703","7,562","5,702","4,112","2,927","2,130","1,193","342","33","3","83,899","83,899","2,546","3,692","4,204","3,949","3,183","3,647","4,299","4,506","6,345","6,308","7,070","6,721","7,049","5,772","4,195","3,289","3,291","2,505","1,063","225","40"
"충청남도 논산시 (4423000000)","110,423","110,423","2,107","3,502","4,217","4,649","4,712","4,961","4,663","4,623","6,334","7,120","9,029","9,655","11,393","10,335","7,304","5,677","5,235","3,367","1,243","262","35","55,187","55,187","1,082","1,798","2,195","2,389","2,626","2,788","2,635","2,362","3,310","3,816","4,799","5,020","5,842","5,233","3,489","2,516","1,930","997","303","51","6","55,236","55,236","1,025","1,704","2,022","2,260","2,086","2,173","2,028","2,261","3,024","3,304","4,230","4,635","5,551","5,102","3,815","3,161","3,305","2,370","940","211","29"
"충청남도 계룡시 (4425000000)","46,667","46,667","1,363","2,405","2,973","3,305","2,657","2,250","2,542","2,876","4,058","4,435","4,528","3,527","3,196","2,541","1,552","983","769","484","183","32","8","23,294","23,294","682","1,224","1,548","1,737","1,472","1,279","1,324","1,474","1,950","2,168","2,279","1,759","1,500","1,222","745","478","274","136","38","3","2","23,373","23,373","681","1,181","1,425","1,568","1,185","971","1,218","1,402","2,108","2,267","2,249","1,768","1,696","1,319","807","505","495","348","145","29","6"
"충청남도 당진시 (4427000000)","170,302","170,302","5,111","7,876","8,865","7,632","6,751","8,077","9,591","10,969","14,735","13,266","14,533","13,669","13,956","11,123","7,859","5,941","5,341","3,562","1,164","240","41","90,987","90,987","2,618","4,017","4,563","4,000","3,920","4,886","5,602","6,193","8,245","7,489","8,299","7,709","7,482","5,677","3,828","2,848","2,095","1,159","302","53","2","79,315","79,315","2,493","3,859","4,302","3,632","2,831","3,191","3,989","4,776","6,490","5,777","6,234","5,960","6,474","5,446","4,031","3,093","3,246","2,403","862","187","39"
"충청남도 금산군 (4471000000)","50,093","50,093","726","1,174","1,925","2,118","1,801","1,591","1,490","1,646","2,550","2,930","4,175","4,642","5,746","5,330","3,806","3,057","2,932","1,725","593","114","22","25,355","25,355","357","574","1,026","1,110","1,020","932","820","847","1,342","1,645","2,329","2,522","3,055","2,768","1,869","1,379","1,061","516","152","28","3","24,738","24,738","369","600","899","1,008","781","659","670","799","1,208","1,285","1,846","2,120","2,691","2,562","1,937","1,678","1,871","1,209","441","86","19"
